data;valor
15/01/2020;4.40
16/01/2020;4.40
17/01/2020;4.40
20/01/2020;4.40
21/01/2020;4.40
22/01/2020;4.40
23/01/2020;4.40
24/01/2020;4.40
27/01/2020;4.40
28/01/2020;4.40
29/01/2020;4.40
30/01/2020;4.40
31/01/2020;4.40
03/02/2020;4.40
04/02/2020;4.40
05/02/2020;4.40
06/02/2020;4.38
07/02/2020;4.36
10/02/2020;4.34
11/02/2020;4.32
12/02/2020;4.30
13/02/2020;4.28
14/02/2020;4.25
17/02/2020;4.23
18/02/2020;4.21
19/02/2020;4.19
20/02/2020;4.17
21/02/2020;4.15
26/02/2020;4.15
27/02/2020;4.15
28/02/2020;4.15
02/03/2020;4.15
03/03/2020;4.15
04/03/2020;4.15
05/03/2020;4.15
06/03/2020;4.15
09/03/2020;4.15
10/03/2020;4.15
11/03/2020;4.15
12/03/2020;4.15
13/03/2020;4.15
16/03/2020;4.15
17/03/2020;4.15
18/03/2020;4.15
19/03/2020;4.11
20/03/2020;4.07
23/03/2020;4.02
24/03/2020;3.98
25/03/2020;3.94
26/03/2020;3.90
27/03/2020;3.86
30/03/2020;3.82
31/03/2020;3.78
01/04/2020;3.73
02/04/2020;3.69
03/04/2020;3.65
06/04/2020;3.65
07/04/2020;3.65
08/04/2020;3.65
09/04/2020;3.65
13/04/2020;3.65
14/04/2020;3.65
15/04/2020;3.65
16/04/2020;3.65
17/04/2020;3.65
20/04/2020;3.65
22/04/2020;3.65
23/04/2020;3.65
24/04/2020;3.65
27/04/2020;3.65
28/04/2020;3.65
29/04/2020;3.65
30/04/2020;3.65
04/05/2020;3.65
05/05/2020;3.65
06/05/2020;3.65
07/05/2020;3.59
08/05/2020;3.52
11/05/2020;3.46
12/05/2020;3.40
13/05/2020;3.34
14/05/2020;3.28
15/05/2020;3.21
18/05/2020;3.15
19/05/2020;3.09
20/05/2020;3.02
21/05/2020;2.96
22/05/2020;2.90
25/05/2020;2.90
26/05/2020;2.90
27/05/2020;2.90
28/05/2020;2.90
29/05/2020;2.90
01/06/2020;2.90
02/06/2020;2.90
03/06/2020;2.90
04/06/2020;2.90
05/06/2020;2.90
08/06/2020;2.90
09/06/2020;2.90
10/06/2020;2.90
12/06/2020;2.90
15/06/2020;2.90
16/06/2020;2.90
17/06/2020;2.90
18/06/2020;2.84
19/06/2020;2.78
22/06/2020;2.71
23/06/2020;2.65
24/06/2020;2.59
25/06/2020;2.52
26/06/2020;2.46
29/06/2020;2.40
30/06/2020;2.34
01/07/2020;2.28
02/07/2020;2.21
03/07/2020;2.15
06/07/2020;2.15
07/07/2020;2.15
08/07/2020;2.15
09/07/2020;2.15
10/07/2020;2.15
13/07/2020;2.15
14/07/2020;2.15
15/07/2020;2.15
16/07/2020;2.15
17/07/2020;2.15
20/07/2020;2.15
21/07/2020;2.15
22/07/2020;2.15
23/07/2020;2.15
24/07/2020;2.15
27/07/2020;2.15
28/07/2020;2.15
29/07/2020;2.15
30/07/2020;2.15
31/07/2020;2.15
03/08/2020;2.15
04/08/2020;2.15
05/08/2020;2.15
06/08/2020;2.13
07/08/2020;2.11
10/08/2020;2.09
11/08/2020;2.07
12/08/2020;2.05
13/08/2020;2.02
14/08/2020;2.00
17/08/2020;1.98
18/08/2020;1.96
19/08/2020;1.94
20/08/2020;1.92
21/08/2020;1.90
24/08/2020;1.90
25/08/2020;1.90
26/08/2020;1.90
27/08/2020;1.90
28/08/2020;1.90
31/08/2020;1.90
01/09/2020;1.90
02/09/2020;1.90
03/09/2020;1.90
04/09/2020;1.90
08/09/2020;1.90
09/09/2020;1.90
10/09/2020;1.90
11/09/2020;1.90
14/09/2020;1.90
15/09/2020;1.90
16/09/2020;1.90
17/09/2020;1.90
18/09/2020;1.90
21/09/2020;1.90
22/09/2020;1.90
23/09/2020;1.90
24/09/2020;1.90
25/09/2020;1.90
28/09/2020;1.90
29/09/2020;1.90
30/09/2020;1.90
01/10/2020;1.90
02/10/2020;1.90
05/10/2020;1.90
06/10/2020;1.90
07/10/2020;1.90
08/10/2020;1.90
09/10/2020;1.90
13/10/2020;1.90
14/10/2020;1.90
15/10/2020;1.90
16/10/2020;1.90
19/10/2020;1.90
20/10/2020;1.90
21/10/2020;1.90
22/10/2020;1.90
23/10/2020;1.90
26/10/2020;1.90
27/10/2020;1.90
28/10/2020;1.90
29/10/2020;1.90
30/10/2020;1.90
03/11/2020;1.90
04/11/2020;1.90
05/11/2020;1.90
06/11/2020;1.90
09/11/2020;1.90
10/11/2020;1.90
11/11/2020;1.90
12/11/2020;1.90
13/11/2020;1.90
16/11/2020;1.90
17/11/2020;1.90
18/11/2020;1.90
19/11/2020;1.90
20/11/2020;1.90
23/11/2020;1.90
24/11/2020;1.90
25/11/2020;1.90
26/11/2020;1.90
27/11/2020;1.90
30/11/2020;1.90
01/12/2020;1.90
02/12/2020;1.90
03/12/2020;1.90
04/12/2020;1.90
07/12/2020;1.90
08/12/2020;1.90
09/12/2020;1.90
10/12/2020;1.90
11/12/2020;1.90
14/12/2020;1.90
15/12/2020;1.90
16/12/2020;1.90
17/12/2020;1.90
18/12/2020;1.90
21/12/2020;1.90
22/12/2020;1.90
23/12/2020;1.90
24/12/2020;1.90
28/12/2020;1.90
29/12/2020;1.90
30/12/2020;1.90
31/12/2020;1.90
04/01/2021;1.90
05/01/2021;1.90
06/01/2021;1.90
07/01/2021;1.90
08/01/2021;1.90
11/01/2021;1.90
12/01/2021;1.90
13/01/2021;1.90
14/01/2021;1.90
15/01/2021;1.90
18/01/2021;1.90
19/01/2021;1.90
20/01/2021;1.90
21/01/2021;1.90
22/01/2021;1.90
25/01/2021;1.90
26/01/2021;1.90
27/01/2021;1.90
28/01/2021;1.90
29/01/2021;1.90
01/02/2021;1.90
02/02/2021;1.90
03/02/2021;1.90
04/02/2021;1.90
05/02/2021;1.90
08/02/2021;1.90
09/02/2021;1.90
10/02/2021;1.90
11/02/2021;1.90
12/02/2021;1.90
17/02/2021;1.90
18/02/2021;1.90
19/02/2021;1.90
22/02/2021;1.90
23/02/2021;1.90
24/02/2021;1.90
25/02/2021;1.90
26/02/2021;1.90
01/03/2021;1.90
02/03/2021;1.90
03/03/2021;1.90
04/03/2021;1.90
05/03/2021;1.90
08/03/2021;1.90
09/03/2021;1.90
10/03/2021;1.90
11/03/2021;1.90
12/03/2021;1.90
15/03/2021;1.90
16/03/2021;1.90
17/03/2021;1.90
18/03/2021;1.96
19/03/2021;2.02
22/03/2021;2.09
23/03/2021;2.15
24/03/2021;2.21
25/03/2021;2.28
26/03/2021;2.34
29/03/2021;2.40
30/03/2021;2.46
31/03/2021;2.52
01/04/2021;2.59
05/04/2021;2.65
06/04/2021;2.65
07/04/2021;2.65
08/04/2021;2.65
09/04/2021;2.65
12/04/2021;2.65
13/04/2021;2.65
14/04/2021;2.65
15/04/2021;2.65
16/04/2021;2.65
19/04/2021;2.65
20/04/2021;2.65
22/04/2021;2.65
23/04/2021;2.65
26/04/2021;2.65
27/04/2021;2.65
28/04/2021;2.65
29/04/2021;2.65
30/04/2021;2.65
03/05/2021;2.65
04/05/2021;2.65
05/05/2021;2.65
06/05/2021;2.71
07/05/2021;2.78
10/05/2021;2.84
11/05/2021;2.90
12/05/2021;2.96
13/05/2021;3.02
14/05/2021;3.09
17/05/2021;3.15
18/05/2021;3.21
19/05/2021;3.28
20/05/2021;3.34
21/05/2021;3.40
24/05/2021;3.40
25/05/2021;3.40
26/05/2021;3.40
27/05/2021;3.40
28/05/2021;3.40
31/05/2021;3.40
01/06/2021;3.40
02/06/2021;3.40
04/06/2021;3.40
07/06/2021;3.40
08/06/2021;3.40
09/06/2021;3.40
10/06/2021;3.40
11/06/2021;3.40
14/06/2021;3.40
15/06/2021;3.40
16/06/2021;3.40
17/06/2021;3.46
18/06/2021;3.52
21/06/2021;3.59
22/06/2021;3.65
23/06/2021;3.71
24/06/2021;3.78
25/06/2021;3.84
28/06/2021;3.90
29/06/2021;3.96
30/06/2021;4.02
01/07/2021;4.09
02/07/2021;4.15
05/07/2021;4.15
06/07/2021;4.15
07/07/2021;4.15
08/07/2021;4.15
09/07/2021;4.15
12/07/2021;4.15
13/07/2021;4.15
14/07/2021;4.15
15/07/2021;4.15
16/07/2021;4.15
19/07/2021;4.15
20/07/2021;4.15
21/07/2021;4.15
22/07/2021;4.15
23/07/2021;4.15
26/07/2021;4.15
27/07/2021;4.15
28/07/2021;4.15
29/07/2021;4.15
30/07/2021;4.15
02/08/2021;4.15
03/08/2021;4.15
04/08/2021;4.15
05/08/2021;4.23
06/08/2021;4.32
09/08/2021;4.40
10/08/2021;4.48
11/08/2021;4.57
12/08/2021;4.65
13/08/2021;4.73
16/08/2021;4.82
17/08/2021;4.90
18/08/2021;4.98
19/08/2021;5.07
20/08/2021;5.15
23/08/2021;5.15
24/08/2021;5.15
25/08/2021;5.15
26/08/2021;5.15
27/08/2021;5.15
30/08/2021;5.15
31/08/2021;5.15
01/09/2021;5.15
02/09/2021;5.15
03/09/2021;5.15
06/09/2021;5.15
08/09/2021;5.15
09/09/2021;5.15
10/09/2021;5.15
13/09/2021;5.15
14/09/2021;5.15
15/09/2021;5.15
16/09/2021;5.15
17/09/2021;5.15
20/09/2021;5.15
21/09/2021;5.15
22/09/2021;5.15
23/09/2021;5.23
24/09/2021;5.32
27/09/2021;5.40
28/09/2021;5.48
29/09/2021;5.57
30/09/2021;5.65
01/10/2021;5.73
04/10/2021;5.82
05/10/2021;5.90
06/10/2021;5.98
07/10/2021;6.07
08/10/2021;6.15
11/10/2021;6.15
13/10/2021;6.15
14/10/2021;6.15
15/10/2021;6.15
18/10/2021;6.15
19/10/2021;6.15
20/10/2021;6.15
21/10/2021;6.15
22/10/2021;6.15
25/10/2021;6.15
26/10/2021;6.15
27/10/2021;6.15
28/10/2021;6.28
29/10/2021;6.40
01/11/2021;6.52
03/11/2021;6.65
04/11/2021;6.78
05/11/2021;6.90
08/11/2021;7.02
09/11/2021;7.15
10/11/2021;7.28
11/11/2021;7.40
12/11/2021;7.52
16/11/2021;7.65
17/11/2021;7.65
18/11/2021;7.65
19/11/2021;7.65
22/11/2021;7.65
23/11/2021;7.65
24/11/2021;7.65
25/11/2021;7.65
26/11/2021;7.65
29/11/2021;7.65
30/11/2021;7.65
01/12/2021;7.65
02/12/2021;7.65
03/12/2021;7.65
06/12/2021;7.65
07/12/2021;7.65
08/12/2021;7.65
09/12/2021;7.78
10/12/2021;7.90
13/12/2021;8.02
14/12/2021;8.15
15/12/2021;8.28
16/12/2021;8.40
17/12/2021;8.52
20/12/2021;8.65
21/12/2021;8.78
22/12/2021;8.90
23/12/2021;9.02
24/12/2021;9.15
27/12/2021;9.15
28/12/2021;9.15
29/12/2021;9.15
30/12/2021;9.15
31/12/2021;9.15
03/01/2022;9.15
04/01/2022;9.15
05/01/2022;9.15
06/01/2022;9.15
07/01/2022;9.15
10/01/2022;9.15
11/01/2022;9.15
12/01/2022;9.15
13/01/2022;9.15
14/01/2022;9.15
17/01/2022;9.15
18/01/2022;9.15
19/01/2022;9.15
20/01/2022;9.15
21/01/2022;9.15
24/01/2022;9.15
25/01/2022;9.15
26/01/2022;9.15
27/01/2022;9.15
28/01/2022;9.15
31/01/2022;9.15
01/02/2022;9.15
02/02/2022;9.15
03/02/2022;9.28
04/02/2022;9.40
07/02/2022;9.52
08/02/2022;9.65
09/02/2022;9.78
10/02/2022;9.90
11/02/2022;10.02
14/02/2022;10.15
15/02/2022;10.28
16/02/2022;10.40
17/02/2022;10.52
18/02/2022;10.65
21/02/2022;10.65
22/02/2022;10.65
23/02/2022;10.65
24/02/2022;10.65
25/02/2022;10.65
02/03/2022;10.65
03/03/2022;10.65
04/03/2022;10.65
07/03/2022;10.65
08/03/2022;10.65
09/03/2022;10.65
10/03/2022;10.65
11/03/2022;10.65
14/03/2022;10.65
15/03/2022;10.65
16/03/2022;10.65
17/03/2022;10.73
18/03/2022;10.82
21/03/2022;10.90
22/03/2022;10.98
23/03/2022;11.07
24/03/2022;11.15
25/03/2022;11.23
28/03/2022;11.32
29/03/2022;11.40
30/03/2022;11.48
31/03/2022;11.57
01/04/2022;11.65
04/04/2022;11.65
05/04/2022;11.65
06/04/2022;11.65
07/04/2022;11.65
08/04/2022;11.65
11/04/2022;11.65
12/04/2022;11.65
13/04/2022;11.65
14/04/2022;11.65
18/04/2022;11.65
19/04/2022;11.65
20/04/2022;11.65
22/04/2022;11.65
25/04/2022;11.65
26/04/2022;11.65
27/04/2022;11.65
28/04/2022;11.65
29/04/2022;11.65
02/05/2022;11.65
03/05/2022;11.65
04/05/2022;11.65
05/05/2022;11.73
06/05/2022;11.82
09/05/2022;11.90
10/05/2022;11.98
11/05/2022;12.07
12/05/2022;12.15
13/05/2022;12.23
16/05/2022;12.32
17/05/2022;12.40
18/05/2022;12.48
19/05/2022;12.57
20/05/2022;12.65
23/05/2022;12.65
24/05/2022;12.65
25/05/2022;12.65
26/05/2022;12.65
27/05/2022;12.65
30/05/2022;12.65
31/05/2022;12.65
01/06/2022;12.65
02/06/2022;12.65
03/06/2022;12.65
06/06/2022;12.65
07/06/2022;12.65
08/06/2022;12.65
09/06/2022;12.65
10/06/2022;12.65
13/06/2022;12.65
14/06/2022;12.65
15/06/2022;12.65
17/06/2022;12.69
20/06/2022;12.73
21/06/2022;12.78
22/06/2022;12.82
23/06/2022;12.86
24/06/2022;12.90
27/06/2022;12.94
28/06/2022;12.98
29/06/2022;13.02
30/06/2022;13.07
01/07/2022;13.11
04/07/2022;13.15
05/07/2022;13.15
06/07/2022;13.15
07/07/2022;13.15
08/07/2022;13.15
11/07/2022;13.15
12/07/2022;13.15
13/07/2022;13.15
14/07/2022;13.15
15/07/2022;13.15
18/07/2022;13.15
19/07/2022;13.15
20/07/2022;13.15
21/07/2022;13.15
22/07/2022;13.15
25/07/2022;13.15
26/07/2022;13.15
27/07/2022;13.15
28/07/2022;13.15
29/07/2022;13.15
01/08/2022;13.15
02/08/2022;13.15
03/08/2022;13.15
04/08/2022;13.19
05/08/2022;13.23
08/08/2022;13.28
09/08/2022;13.32
10/08/2022;13.36
11/08/2022;13.40
12/08/2022;13.44
15/08/2022;13.48
16/08/2022;13.52
17/08/2022;13.57
18/08/2022;13.61
19/08/2022;13.65
22/08/2022;13.65
23/08/2022;13.65
24/08/2022;13.65
25/08/2022;13.65
26/08/2022;13.65
29/08/2022;13.65
30/08/2022;13.65
31/08/2022;13.65
01/09/2022;13.65
02/09/2022;13.65
05/09/2022;13.65
06/09/2022;13.65
08/09/2022;13.65
09/09/2022;13.65
12/09/2022;13.65
13/09/2022;13.65
14/09/2022;13.65
15/09/2022;13.65
16/09/2022;13.65
19/09/2022;13.65
20/09/2022;13.65
21/09/2022;13.65
22/09/2022;13.65
23/09/2022;13.65
26/09/2022;13.65
27/09/2022;13.65
28/09/2022;13.65
29/09/2022;13.65
30/09/2022;13.65
03/10/2022;13.65
04/10/2022;13.65
05/10/2022;13.65
06/10/2022;13.65
07/10/2022;13.65
10/10/2022;13.65
11/10/2022;13.65
13/10/2022;13.65
14/10/2022;13.65
17/10/2022;13.65
18/10/2022;13.65
19/10/2022;13.65
20/10/2022;13.65
21/10/2022;13.65
24/10/2022;13.65
25/10/2022;13.65
26/10/2022;13.65
27/10/2022;13.65
28/10/2022;13.65
31/10/2022;13.65
01/11/2022;13.65
03/11/2022;13.65
04/11/2022;13.65
07/11/2022;13.65
08/11/2022;13.65
09/11/2022;13.65
10/11/2022;13.65
11/11/2022;13.65
14/11/2022;13.65
16/11/2022;13.65
17/11/2022;13.65
18/11/2022;13.65
21/11/2022;13.65
22/11/2022;13.65
23/11/2022;13.65
24/11/2022;13.65
25/11/2022;13.65
28/11/2022;13.65
29/11/2022;13.65
30/11/2022;13.65
01/12/2022;13.65
02/12/2022;13.65
05/12/2022;13.65
06/12/2022;13.65
07/12/2022;13.65
08/12/2022;13.65
09/12/2022;13.65
12/12/2022;13.65
13/12/2022;13.65
14/12/2022;13.65
15/12/2022;13.65
16/12/2022;13.65
19/12/2022;13.65
20/12/2022;13.65
21/12/2022;13.65
22/12/2022;13.65
23/12/2022;13.65
26/12/2022;13.65
27/12/2022;13.65
28/12/2022;13.65
29/12/2022;13.65
30/12/2022;13.65
02/01/2023;13.65
03/01/2023;13.65
04/01/2023;13.65
05/01/2023;13.65
06/01/2023;13.65
09/01/2023;13.65
10/01/2023;13.65
11/01/2023;13.65
12/01/2023;13.65
13/01/2023;13.65
16/01/2023;13.65
17/01/2023;13.65
18/01/2023;13.65
19/01/2023;13.65
20/01/2023;13.65
23/01/2023;13.65
24/01/2023;13.65
25/01/2023;13.65
26/01/2023;13.65
27/01/2023;13.65
30/01/2023;13.65
31/01/2023;13.65
01/02/2023;13.65
02/02/2023;13.65
03/02/2023;13.65
06/02/2023;13.65
